,price,address,neighborhood,city,region,bedrooms,bathrooms,area,propType
531,"1,839",939 Beatty Street,Yaletown,Vancouver,Greater Vancouver,0,1,429,Apt/Condo
532,"2,650",3533 Ross Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,912,Apt/Condo
533,"2,455",3655 Victoria Drive,Victoria East,Vancouver,Greater Vancouver,2,1,610,Apt/Condo
534,"1,920",3655 Victoria Drive,Victoria East,Vancouver,Greater Vancouver,1,1,469,Apt/Condo
535,"2,950",3655 Victoria Drive,Victoria East,Vancouver,Greater Vancouver,3,2,849,Apt/Condo
536,"1,595",3655 Victoria Drive,Victoria East,Vancouver,Greater Vancouver,0,1,439,Apt/Condo
537,"2,600",788 Jervis Street,West End,Vancouver,Greater Vancouver,1,1,615,Apt/Condo
538,"2,600",788 Jervis Street,West End,Vancouver,Greater Vancouver,1,1,602,Apt/Condo
539,"1,860",788 Jervis Street,West End,Vancouver,Greater Vancouver,1,1,615,Apt/Condo
540,"1,900",788 Jervis Street,West End,Vancouver,Greater Vancouver,1,1,602,Apt/Condo
541,"1,575",788 Jervis Street,West End,Vancouver,Greater Vancouver,0,1,418,Apt/Condo
542,"1,495",1057 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,480,Apt/Condo
543,"3,759",1763 Comox Street,West End,Vancouver,Greater Vancouver,2,2,1100,Apt/Condo
544,"1,490",1763 Comox Street,West End,Vancouver,Greater Vancouver,0,1,496,Apt/Condo
545,"1,834",1763 Comox Street,West End,Vancouver,Greater Vancouver,1,1,533,Apt/Condo
546,"1,953",1763 Comox Street,West End,Vancouver,Greater Vancouver,1,1,657,Apt/Condo
547,"3,480",3311 W 7th Avenue,Kitsilano,Vancouver,Greater Vancouver,2,2,1022,House
548,"1,900",1488 East 22nd Avenue,Knight,Vancouver,Greater Vancouver,3,1,1200,House
549,"1,400",7455 Ashburn Street,Fraserview East,Vancouver,Greater Vancouver,2,1,650,House
550,"2,000",1808 1723 Alberni Street,West End,Vancouver,Greater Vancouver,1,1,578,House
551,"1,850",1706 161 W Georgia Street,Downtown West,Vancouver,Greater Vancouver,0,1,450,House
552,"1,560",1460 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,453,Apt/Condo
553,"1,450",1219 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,550,Apt/Condo
554,"2,100",833 Seymour Street,Downtown West,Vancouver,Greater Vancouver,1,1,654,Apt/Condo
555,"2,700",938 Smithe Street,Downtown West,Vancouver,Greater Vancouver,1,1,870,Apt/Condo
556,"1,850",3660 Vanness Avenue,Collingwood,Vancouver,Greater Vancouver,1,1,725,Apt/Condo
557,"2,400",2689 Kingsway,Collingwood,Vancouver,Greater Vancouver,2,2,789,Apt/Condo
558,"2,800",956 Richards Street,Yaletown,Vancouver,Greater Vancouver,2,2,750,Townhouse
559,"3,100",1529 West 6th Avenue,False Creek,Vancouver,Greater Vancouver,1,1,875,Apt/Condo
560,"1,950",821 Cambie Street,Downtown West,Vancouver,Greater Vancouver,1,1,600,Apt/Condo
561,"3,775",2601 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,2,2,1055,House
562,"3,100",2704 183 Keefer Place,Downtown West,Vancouver,Greater Vancouver,2,2,1183,House
563,"3,900","7839 7839 Manitoba St, Vancouver, Bc V5x 2z9 Street",Marpole,Vancouver,Greater Vancouver,3,3,1686,House
564,"2,200",53 West Hastings Street,Downtown West,Vancouver,Greater Vancouver,1,1,970,Apt/Condo
565,"1,750",1177 Hornby Street,Downtown West,Vancouver,Greater Vancouver,1,1,700,Apt/Condo
566,"4,200",378 W 64 Th Avenue,Marpole,Vancouver,Greater Vancouver,3,4,1700,House
567,"1,865",1708 969 Richards Street,Downtown West,Vancouver,Greater Vancouver,1,1,585,House
568,"2,000",4xx 528 W King Edward Avenue,Cambie,Vancouver,Greater Vancouver,1,1,600,House
569,"1,950",401 1331 Homer Street,Yaletown,Vancouver,Greater Vancouver,1,1,788,House
570,"6,000",4914 Queensland Road,University (Ubc),Vancouver,Greater Vancouver,3,2,2641,House
571,"3,200",2606 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,2,2,762,House
572,"2,400",5a 199 Drake Street,Yaletown,Vancouver,Greater Vancouver,2,2,944,House
573,"2,150",3581 East Kent Avenue North,South Marine,Vancouver,Greater Vancouver,2,2,780,Apt/Condo
574,"2,150",604 3581 E Kent Avenue,South Marine,Vancouver,Greater Vancouver,2,2,780,House
575,"3,350",1405 Haro Street,West End,Vancouver,Greater Vancouver,3,1,970,Apt/Condo
576,"1,950",777 Richards Street,Downtown West,Vancouver,Greater Vancouver,1,1,526,Apt/Condo
577,"2,100",2108 1438 Richards Street,Yaletown,Vancouver,Greater Vancouver,1,1,725,House
578,"1,975",602 1155 Homer Street,Yaletown,Vancouver,Greater Vancouver,1,1,647,House
579,"1,600",Bsmt 3083 E 26 Avenue,Renfrew Heights,Vancouver,Greater Vancouver,3,1,1000,House
580,"2,500",1352 W 7 Avenue,Fairview,Vancouver,Greater Vancouver,2,3,1173,House
581,"2,200",33 W Woodstock Avenue,Cambie,Vancouver,Greater Vancouver,3,1,1049,House
582,"1,950",1503 777 Richards Street,Downtown West,Vancouver,Greater Vancouver,1,1,526,House
583,"2,290",103 1205 W 14th Avenue,Fairview,Vancouver,Greater Vancouver,2,2,800,House
584,"2,690",1256 E 12th Avenue,Mount Pleasant East,Vancouver,Greater Vancouver,3,2,1440,House
585,"2,690",1256 East 12th Avenue,Mount Pleasant East,Vancouver,Greater Vancouver,3,2,1440,Duplex
586,"3,195",5676 Main Street,Main,Vancouver,Greater Vancouver,3,1,874,Duplex
587,"1,795",233 Robson Street,Downtown West,Vancouver,Greater Vancouver,0,1,500,Apt/Condo
588,"3,950",1847 East 6th Avenue,Grandview East,Vancouver,Greater Vancouver,2,1,,Duplex
589,"2,250",1182 87 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,586,House
590,"1,500",3568 E Pender Street,Renfrew,Vancouver,Greater Vancouver,2,1,715,House
591,"3,300",902 1495 Richards Street,Yaletown,Vancouver,Greater Vancouver,2,2,1130,House
592,"2,300",2786 Yale Street,Hastings Sunrise,Vancouver,Greater Vancouver,2,2,800,House
593,"2,050",928 Homer Street,Yaletown,Vancouver,Greater Vancouver,1,1,534,Apt/Condo
594,"2,200",1985 West 8th Avenue,Kitsilano,Vancouver,Greater Vancouver,1,1,694,Apt/Condo
595,"1,975",1985 West 8th Avenue,Kitsilano,Vancouver,Greater Vancouver,1,1,694,Apt/Condo
596,"2,600",1775 Quebec Street,Mount Pleasant East,Vancouver,Greater Vancouver,1,1,640,Apt/Condo
597,"1,500",1460 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,509,Apt/Condo
598,"1,790",588 Broughton Street,Coal Harbour,Vancouver,Greater Vancouver,1,1,527,Apt/Condo
599,"3,800",7fl 499 Broughton,Coal Harbour,Vancouver,Greater Vancouver,2,2,1270,House
600,"1,790",1008 588 Broughton Street,Coal Harbour,Vancouver,Greater Vancouver,1,1,527,House
601,"4,000",1790 Bayshore Drive,Coal Harbour,Vancouver,Greater Vancouver,2,2,1045,Apt/Condo
602,"2,700",5629 Birney Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,950,Apt/Condo
603,"2,950",1283 Howe Street,Downtown West,Vancouver,Greater Vancouver,2,2,900,Townhouse
604,"2,300",5085 Main Street,Main,Vancouver,Greater Vancouver,2,2,730,Apt/Condo
605,"2,200",482 W 23rd Avenue,Cambie,Vancouver,Greater Vancouver,1,2,750,House
606,"9,450",1111 Richards Street,Downtown West,Vancouver,Greater Vancouver,3,2,1300,Apt/Condo
607,"2,850",2401 8031 Nunavut Lane,Marpole,Vancouver,Greater Vancouver,2,2,1050,House
608,"3,300",2702 455 Beach Crescent,Yaletown,Vancouver,Greater Vancouver,2,2,1143,House
609,"2,495",1808 668 Citadel Parade,Downtown West,Vancouver,Greater Vancouver,2,2,655,House
610,"1,875",1105 1010 Richards Street,Yaletown,Vancouver,Greater Vancouver,1,1,650,House
611,"2,250",3427 Commercial Street,Victoria East,Vancouver,Greater Vancouver,1,1,625,Apt/Condo
612,"4,300",4031 Dunbar Street,Dunbar,Vancouver,Greater Vancouver,5,2,2340,House
613,"3,100",6033 Gray Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,1027,Apt/Condo
614,"2,700",1328 West Pender Street,Coal Harbour,Vancouver,Greater Vancouver,2,2,1157,Apt/Condo
615,"2,300",1133 Hornby Street,Downtown West,Vancouver,Greater Vancouver,1,1,660,Apt/Condo
616,"2,500",3581 Ross Drive,University (Ubc),Vancouver,Greater Vancouver,2,2,900,Apt/Condo
617,"2,700",488 Southwest Marine Drive,Marpole,Vancouver,Greater Vancouver,2,2,840,Apt/Condo
618,"1,850",1480 Howe Street,Yaletown,Vancouver,Greater Vancouver,1,1,400,Apt/Condo
619,"1,500",1040 Pacific Street,West End,Vancouver,Greater Vancouver,1,1,508,Apt/Condo
620,"13,800",Ph 620 Cardero Street,Coal Harbour,Vancouver,Greater Vancouver,3,3,2001,House
621,"2,650",228 3563 Ross Drive,University (Ubc),Vancouver,Greater Vancouver,2,2,877,House
622,"1,850",303 1480 Howe Street,Yaletown,Vancouver,Greater Vancouver,1,1,400,House
623,"2,200",482 West 23rd Avenue,Cambie,Vancouver,Greater Vancouver,1,1,750,House
624,"1,600",5629 Birney Avenue,University (Ubc),Vancouver,Greater Vancouver,1,1,450,Apt/Condo
625,"2,580",2305 1775 Quebec Street,Mount Pleasant East,Vancouver,Greater Vancouver,2,2,829,House
626,"1,925",1333 Hornby Street,Downtown West,Vancouver,Greater Vancouver,1,1,475,Apt/Condo
627,"2,650",1189 Howe Street,Downtown West,Vancouver,Greater Vancouver,2,2,800,Apt/Condo
628,"3,250",168 East 35th Avenue,Main,Vancouver,Greater Vancouver,2,2,1107,Apt/Condo
629,"2,500",407 933 Hornby Street,Downtown West,Vancouver,Greater Vancouver,2,2,856,House
630,"2,175",908 1205 Howe Street,Downtown West,Vancouver,Greater Vancouver,1,1,617,House
631,"3,400",1200 Hornby Street,Downtown West,Vancouver,Greater Vancouver,2,2,1000,Apt/Condo
632,"2,000",123 5777 Birney Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,1112,House
633,"1,900",610 Granville Street,Downtown West,Vancouver,Greater Vancouver,1,1,523,Apt/Condo
634,"1,950",1105 1408 Strathmore Mews,Yaletown,Vancouver,Greater Vancouver,1,1,583,House
635,"2,600",66 West Cordova Street,Downtown West,Vancouver,Greater Vancouver,2,2,800,Apt/Condo
636,"4,500",1540 West 2nd Avenue,False Creek,Vancouver,Greater Vancouver,1,1,970,Apt/Condo
637,"5,800",1600 Howe Street,Yaletown,Vancouver,Greater Vancouver,2,2,1380,Apt/Condo
638,"1,895",805 999 Seymour Street,Downtown West,Vancouver,Greater Vancouver,1,1,520,House
639,"2,000",725 68 Smithe Street,Yaletown,Vancouver,Greater Vancouver,1,1,580,House
640,"2,395",198 Aquarius Mews,Yaletown,Vancouver,Greater Vancouver,1,1,747,Apt/Condo
641,"1,990",1230 Nelson Street,West End,Vancouver,Greater Vancouver,1,1,633,Apt/Condo
642,"1,600",1801 939 Expo Boulevard,Yaletown,Vancouver,Greater Vancouver,0,1,450,House
643,"2,800",2202 Keefer 63,Downtown West,Vancouver,Greater Vancouver,2,2,900,House
644,"1,475",2185 West 8th Avenue,Kitsilano,Vancouver,Greater Vancouver,0,1,475,Apt/Condo
645,"1,800",989 Beatty Street,Yaletown,Vancouver,Greater Vancouver,0,1,471,Apt/Condo
646,"1,800",3470 E. 48th Avenue,Killarney,Vancouver,Greater Vancouver,2,1,700,House
647,"2,200",152 E 63rd Avenue,South Vancouver,Vancouver,Greater Vancouver,3,2,1100,House
648,"1,700",1661 Quebec Street,Mount Pleasant East,Vancouver,Greater Vancouver,1,1,453,Apt/Condo
649,"3,100",168 Powell Street,Downtown East,Vancouver,Greater Vancouver,2,1,,Apt/Condo
650,"2,200",2021 West 35th Avenue,Quilchena,Vancouver,Greater Vancouver,2,1,850,House
651,"2,500",1206 1060 Alberni Street,West End,Vancouver,Greater Vancouver,1,1,730,House
652,"2,950",2003 1111 Alberni Street,West End,Vancouver,Greater Vancouver,1,1,671,House
653,"4,990",1483 Homer Street,Yaletown,Vancouver,Greater Vancouver,2,2,1480,Apt/Condo
654,"2,200",38 West 1st Avenue,False Creek,Vancouver,Greater Vancouver,1,1,626,Apt/Condo
655,"2,700",3427 Commercial Street,Victoria East,Vancouver,Greater Vancouver,2,1,850,Apt/Condo
656,"1,750",1230 Nelson Street,West End,Vancouver,Greater Vancouver,1,1,635,Apt/Condo
657,"2,000",707 1225 Richards,Downtown West,Vancouver,Greater Vancouver,1,1,420,House
658,"4,750",1507 1033 Marinaside Crescent,Yaletown,Vancouver,Greater Vancouver,3,2,1297,House
659,"2,995",68 Smithe Street,Downtown West,Vancouver,Greater Vancouver,2,2,816,Apt/Condo
660,"2,500",2221 East 30th Avenue,Victoria East,Vancouver,Greater Vancouver,2,2,738,Apt/Condo
661,"2,500",601 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,2,2,855,House
662,"2,075",286 87 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,533,House
663,"2,195",933 East Hastings Street,Strathcona,Vancouver,Greater Vancouver,2,1,795,Apt/Condo
664,"2,150",3002 488 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,2,1,705,House
665,"2,100",2502 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,513,House
666,"2,300",1480 Howe Street,Yaletown,Vancouver,Greater Vancouver,1,1,478,Apt/Condo
667,"4,000",1151 West Georgia Street,Coal Harbour,Vancouver,Greater Vancouver,2,2,874,Apt/Condo
668,"2,000",1480 Howe Street,Yaletown,Vancouver,Greater Vancouver,0,1,433,Apt/Condo
669,"2,450",1425 Haro Street,West End,Vancouver,Greater Vancouver,2,2,675,Apt/Condo
670,"2,700",M206 5629 Birney Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,761,House
671,"1,950",1319 938 Smithe Street,Downtown West,Vancouver,Greater Vancouver,1,1,635,House
672,"2,150",5981 Gray Avenue,University (Ubc),Vancouver,Greater Vancouver,1,1,685,Apt/Condo
673,"2,195",Xxx 555 W 14 Avenue,Fairview,Vancouver,Greater Vancouver,1,1,650,House
674,"3,290",503 6080 Iona Drive,University (Ubc),Vancouver,Greater Vancouver,2,3,1367,House
675,"2,150",2731 West 39th Avenue,Kerrisdale,Vancouver,Greater Vancouver,2,1,500,Townhouse
676,"2,950",1050 Burrard Street,Downtown West,Vancouver,Greater Vancouver,2,2,1015,Apt/Condo
677,"3,700",411 5189 Cambie Street,Cambie,Vancouver,Greater Vancouver,3,2,1050,House
678,"4,500",3980 Hudson Street,Shaughnessy,Vancouver,Greater Vancouver,3,2,3136,House
679,"1,695",2220 Kingsway,Victoria East,Vancouver,Greater Vancouver,1,1,523,Apt/Condo
680,"2,800",1050 Smithe Street,West End,Vancouver,Greater Vancouver,2,2,912,Apt/Condo
681,"2,150",488 Southwest Marine Drive,Marpole,Vancouver,Greater Vancouver,2,1,705,Apt/Condo
682,"2,200",1386 87 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,533,House
683,"3,290",6080 Iona Drive,University (Ubc),Vancouver,Greater Vancouver,2,2,1367,Apt/Condo
684,"2,000",2507 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,1,1,483,House
685,"1,750",3623 Turner Street,Renfrew,Vancouver,Greater Vancouver,2,1,700,House
686,"14,500",1128 West Georgia Street,West End,Vancouver,Greater Vancouver,2,2,2500,Apt/Condo
687,"2,660",5687 Gray Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,931,Apt/Condo
688,"1,900",1189 Howe Street,Downtown West,Vancouver,Greater Vancouver,1,1,550,Apt/Condo
689,"1,900",504 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,496,House
690,"1,850",709 111 W Georgia Street,Downtown West,Vancouver,Greater Vancouver,1,1,680,House
691,"3,500",888 Bute Street,West End,Vancouver,Greater Vancouver,2,2,928,Apt/Condo
692,"3,200",3201 1151 W Georgia Street,Coal Harbour,Vancouver,Greater Vancouver,1,1,658,House
693,"15,000",302 628 Kinghorne Mews,Yaletown,Vancouver,Greater Vancouver,2,3,2000,House
694,"2,500",1508 1255 Seymour Street,Downtown West,Vancouver,Greater Vancouver,1,1,508,House
695,"1,925",502 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,513,House
696,"2,000",510 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,500,House
697,"1,650",303 1295 Richards Street,Downtown West,Vancouver,Greater Vancouver,1,1,449,House
698,"2,200",1581 87 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,513,House
699,"2,270",2001 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,2,2,770,House
700,"2,280",519 455 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,1,1,776,House
701,"1,850",233 Robson Street,Downtown West,Vancouver,Greater Vancouver,0,1,500,Apt/Condo
702,"3,500",262 W 59th Avenue,Marpole,Vancouver,Greater Vancouver,2,3,1627,House
703,"4,500",1151 West Georgia Street,Coal Harbour,Vancouver,Greater Vancouver,2,2,874,Apt/Condo
704,"2,200",308 4638 Gladstone Street,Victoria East,Vancouver,Greater Vancouver,2,2,800,House
705,"1,995",1710 928 Homer Street,Yaletown,Vancouver,Greater Vancouver,1,1,575,House
706,"20,000",Olympic Village,False Creek,Vancouver,Greater Vancouver,2,2,2400,Apt/Condo
707,"1,995",989 Nelson Street,Downtown West,Vancouver,Greater Vancouver,1,1,575,Apt/Condo
708,"2,000",710 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,500,House
709,"1,685",2507 131 Regiment Square,Downtown West,Vancouver,Greater Vancouver,0,1,510,House
710,"3,100",6033 Gray Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,1027,Apt/Condo
711,"2,100",607 989 Richards Street,Downtown West,Vancouver,Greater Vancouver,1,1,615,House
712,"3,650",804 518 Beatty Street,Downtown West,Vancouver,Greater Vancouver,1,2,1200,House
713,"1,900",7777 Cambie Street,Marpole,Vancouver,Greater Vancouver,1,1,605,House
714,"1,980",404 7777 Cambie Street,Marpole,Vancouver,Greater Vancouver,1,1,575,House
715,"2,050",2502 602 Citadel Parade,Downtown West,Vancouver,Greater Vancouver,1,1,626,House
716,"2,400",2209 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,2,2,760,House
717,"2,195",311 E 16 Avenue,Mount Pleasant East,Vancouver,Greater Vancouver,1,1,600,House
718,"1,800",1702 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,1,1,480,House
719,"3,250",588 Broughton Street,Coal Harbour,Vancouver,Greater Vancouver,1,1,675,Apt/Condo
720,"2,575",811 Helmcken Street,Downtown West,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
721,"2,100",2306 610 Granville Street,Downtown West,Vancouver,Greater Vancouver,1,1,500,House
722,"1,995",989 Nelson Street,Downtown West,Vancouver,Greater Vancouver,1,1,575,Apt/Condo
723,"1,850",1102 433 SW Marine Drive,Marpole,Vancouver,Greater Vancouver,1,1,480,House
724,"2,500",3742 Main Street,Main,Vancouver,Greater Vancouver,2,1,920,Apt/Condo
725,"6,500",3282 West King Edward Avenue Avenue,Mackenzie Heights,Vancouver,Greater Vancouver,5,5,2925,House
726,"2,250",682 87 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,590,House
727,"2,600",307 3487 Binning Road,University (Ubc),Vancouver,Greater Vancouver,2,2,914,House
728,"2,195",1010 Richards Street,Yaletown,Vancouver,Greater Vancouver,1,1,540,Apt/Condo
729,"3,100",1706 89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,2,2,762,House
730,"1,950",612 161 West Georgia Street,Downtown West,Vancouver,Greater Vancouver,1,1,601,House
731,"2,600",1189 Howe Street,Downtown West,Vancouver,Greater Vancouver,2,2,800,Apt/Condo
732,"3,100",506 688 Fairchild Road,Oakridge,Vancouver,Greater Vancouver,3,2,1355,House
733,"1,350",4975 Elgin Street,Fraser East,Vancouver,Greater Vancouver,1,1,550,House
734,"1,500",1309 West 14th Avenue,Fairview,Vancouver,Greater Vancouver,1,1,600,Apt/Condo
735,"2,300",89 Nelson Street,Yaletown,Vancouver,Greater Vancouver,1,1,500,Apt/Condo
736,"1,300",3*** East 27th Avenue,Renfrew Heights,Vancouver,Greater Vancouver,2,1,620,House
737,900,1895 Powell Street,Hastings,Vancouver,Greater Vancouver,0,140 sf,140,Apt/Condo
738,"2,750",114 5687 Gray Avenue,University (Ubc),Vancouver,Greater Vancouver,2,2,950,House
739,"2,150",1333 West Georgia Street,Coal Harbour,Vancouver,Greater Vancouver,1,1,670,Apt/Condo
740,"2,500",1006 1288 Alberni Street,West End,Vancouver,Greater Vancouver,2,2,878,House
741,"2,290",1205 West 14th Avenue,Fairview,Vancouver,Greater Vancouver,2,1,800,Townhouse
742,"2,500",2906 939 Homer Street,Yaletown,Vancouver,Greater Vancouver,2,2,825,House
743,"2,800",1806 3487 Binning Road,University (Ubc),Vancouver,Greater Vancouver,2,2,850,House
744,"3,700",3487 Binning Road,University (Ubc),Vancouver,Greater Vancouver,3,2,1300,House
745,"3,000",611 7128 Adera Street,South Granville,Vancouver,Greater Vancouver,2,2,1035,House
746,"2,800",301 3581 Ross Drive,University (Ubc),Vancouver,Greater Vancouver,2,2,950,House
747,"2,050",902 68 Smithe Street,Yaletown,Vancouver,Greater Vancouver,1,1,502,House
748,"3,000",Ph2403 1010 Richards Street,Yaletown,Vancouver,Greater Vancouver,2,2,901,House
749,"2,400",1408 8031 Nunavut Lane,Marpole,Vancouver,Greater Vancouver,2,2,780,House
750,"2,950",1680 Bayshore Drive,Coal Harbour,Vancouver,Greater Vancouver,2,2,1020,Apt/Condo
751,"2,795",2250 Commercial Drive,Grandview East,Vancouver,Greater Vancouver,1,1,745,Apt/Condo
752,"2,000",1325 Rolston Street,Downtown West,Vancouver,Greater Vancouver,1,1,515,Apt/Condo
753,"2,100",68 Smithe Street,Downtown West,Vancouver,Greater Vancouver,1,1,505,Apt/Condo
754,"1,950",838 West Hastings Street,Downtown West,Vancouver,Greater Vancouver,1,1,601,Apt/Condo
755,"1,950",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,421,Apt/Condo
756,"2,650",1200 Alberni Street,West End,Vancouver,Greater Vancouver,2,2,742,Apt/Condo
757,"2,150",5272 Elgin Street,Knight,Vancouver,Greater Vancouver,3,1,990,House
758,"4,950",8 Smithe Mews,Yaletown,Vancouver,Greater Vancouver,2,2,1200,Apt/Condo
759,"1,800",East 28th Avenue,Victoria East,Vancouver,Greater Vancouver,3,1,900,House
760,"1,975",1325 Rolston Street,Downtown West,Vancouver,Greater Vancouver,1,1,512,Apt/Condo
761,"3,000",508 West 29th Avenue,Cambie,Vancouver,Greater Vancouver,2,2,1010,Apt/Condo
762,"2,200",161 West Georgia Street,Downtown West,Vancouver,Greater Vancouver,1,1,516,Apt/Condo
763,"1,900",1425 Haro Street,West End,Vancouver,Greater Vancouver,1,1,537,Apt/Condo
764,"1,600",1540 Haro Street,West End,Vancouver,Greater Vancouver,0,1,450,Apt/Condo
765,"3,800",22 East Cordova Street,Downtown East,Vancouver,Greater Vancouver,1,1,770,Apt/Condo
766,"2,950",1517 Comox Street,West End,Vancouver,Greater Vancouver,2,1,1114,Apt/Condo
767,"1,895",1088 Richards Street,Yaletown,Vancouver,Greater Vancouver,1,1,560,Apt/Condo
768,"3,950",1438 Richards Street,Yaletown,Vancouver,Greater Vancouver,2,2,1123,Apt/Condo
769,"2,600",788 Hamilton Street,Downtown West,Vancouver,Greater Vancouver,2,1,733,Apt/Condo
770,"2,200",233 Robson Street,Downtown West,Vancouver,Greater Vancouver,0,1,439,Apt/Condo
771,"1,900",177 Robson Street,Downtown West,Vancouver,Greater Vancouver,1,1,511,Apt/Condo
772,"1,600",1540 Haro Street,West End,Vancouver,Greater Vancouver,0,1,450,Apt/Condo
773,"1,550",1540 Haro Street,West End,Vancouver,Greater Vancouver,0,1,450,Apt/Condo
774,"2,000",1325 Rolston Street,Downtown West,Vancouver,Greater Vancouver,1,1,512,Apt/Condo
775,"2,000",161 West Georgia Street,Downtown West,Vancouver,Greater Vancouver,1,1,516,Apt/Condo
776,"2,000",161 West Georgia Street,Downtown West,Vancouver,Greater Vancouver,1,1,516,Apt/Condo
777,"3,600",1405 Haro Street,West End,Vancouver,Greater Vancouver,3,2,829,Apt/Condo
778,"2,795",1283 Howe Street,Downtown West,Vancouver,Greater Vancouver,1,1,600,Apt/Condo
779,"1,500",1230 Nelson Street,West End,Vancouver,Greater Vancouver,0,1,550,Apt/Condo
780,"4,950",111 East 1st Avenue,Mount Pleasant East,Vancouver,Greater Vancouver,2,2,1100,Apt/Condo
781,"2,200",1325 Rolston Street,Downtown West,Vancouver,Greater Vancouver,1,1,509,Apt/Condo
782,"4,200",6301 1151 W Georgia St,Coal Harbour,Vancouver,Greater Vancouver,1,2,847,House
783,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,460,Apt/Condo
784,"2,100",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,326,Apt/Condo
785,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,421,Apt/Condo
786,"2,600",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
787,"2,600",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
788,"2,100",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
789,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,561,Apt/Condo
790,"1,950",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,460,Apt/Condo
791,"3,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,640,Apt/Condo
792,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,765,Apt/Condo
793,"8,000",55 East Cordova Street,Downtown East,Vancouver,Greater Vancouver,0,1,1357,Apt/Condo
794,"2,800",5073 Chambers,Collingwood,Vancouver,Greater Vancouver,2,2,1104,House
795,"3,300",5079 Chambers,Collingwood,Vancouver,Greater Vancouver,3,2,1054,House
796,"3,300",5075 Chambers,Collingwood,Vancouver,Greater Vancouver,3,2,1013,House
797,"3,300",5083 Chambers,Collingwood,Vancouver,Greater Vancouver,3,2,1150,House
798,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,460,Apt/Condo
799,"3,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,1,765,Apt/Condo
800,"2,200",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
801,"1,950",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
802,"2,550",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,616,Apt/Condo
803,"3,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
804,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
805,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,561,Apt/Condo
806,"2,200",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,542,Apt/Condo
807,"1,950",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
808,"2,200",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,421,Apt/Condo
809,"2,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,616,Apt/Condo
