,price,address,neighborhood,city,region,bedrooms,bathrooms,area,propType
1087,"1,658",151 Duncan Ave West,"151 Duncan Ave West
",Penticton,Okanagan Similkameen,2,2,932,Apt/Condo
1088,"1,728",12809 Kelly Ave,"12809 Kelly Ave
",Summerland,Okanagan Similkameen,2,2,908,Apt/Condo
1089,"1,190",945 Victoria Street West,West End,Kamloops,Thompson Nicola,0,1,468,Apt/Condo
1090,"2,020",945 Victoria Street West,West End,Kamloops,Thompson Nicola,2,2,1095,Apt/Condo
1091,950,559 Nicola Street,Downtown,Kamloops,Thompson Nicola,0,1,424,Apt/Condo
1092,"1,450",559 Nicola Street,Downtown,Kamloops,Thompson Nicola,2,1,0,Apt/Condo
1093,"1,150",559 Nicola Street,Downtown,Kamloops,Thompson Nicola,1,1,620,Apt/Condo
1094,"1,768",3201 Valleyview Drive,Valleyview,Kamloops,Thompson Nicola,3,2,1031,Apt/Condo
1095,"1,700",196 Yew St,North Kamloops,Kamloops,Thompson Nicola,2,1,0,Apt/Condo
1096,"1,550",196 Yew St,North Kamloops,Kamloops,Thompson Nicola,1,1,0,Apt/Condo
1097,"1,428",3201 Valleyview Drive,Valleyview,Kamloops,Thompson Nicola,1,1,624,Apt/Condo
1098,"1,700",627 Lilac Ave,North Kamloops,Kamloops,Thompson Nicola,3,2,0,Townhouse
1099,"1,450",627 Lilac Ave,North Kamloops,Kamloops,Thompson Nicola,2,1,0,Townhouse
1100,"1,800",766 Tranquille Road,North Kamloops,Kamloops,Thompson Nicola,2,2,850,Apt/Condo
1101,"3,800",1 2243 Sapporo Drive,Whistler Creek,Whistler,"Whistler, Pemberton and Squamish",1,1,415,House
